whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X1222.mbinfo.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
P32784	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	759	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	85694	0		5 out of 5	Evidence at protein level	Glycerol-3-phosphate O-acyltransferase 1 (G-3-P acyltransferase 1) (EC 2.3.1.15) (Dihydroxyacetone phosphate acyltransferase 1) (DHAP-AT 1) (EC 2.3.1.42) (Glycerol-3-phosphate / dihydroxyacetone phosphate acyltransferase 1) (Suppressor of choline-transport mutants 1)	SwissProt_and_IMEX	0	1	0	not two-hybrid, and not AP-MS
P32785	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	401	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	44617	0		3 out of 5	Evidence at protein level	Methionyl-tRNA formyltransferase, mitochondrial (MtFMT) (EC 2.1.2.9)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32786	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	894	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	102049	0		4 out of 5	Evidence at protein level	RNA polymerase I-specific transcription initiation factor RRN6	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32787	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	269	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	30091	0		4 out of 5	Evidence at protein level	Mitochondrial genome maintenance protein MGM101	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32788	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	280	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32639	0		2 out of 5	Evidence at protein level	Uncharacterized protein YBL010C	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32789	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	676	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	76372	0		5 out of 5	Evidence at protein level	Serine/threonine-protein kinase Haspin homolog ALK2 (EC 2.7.11.1)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32790	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1244	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	135848	0		5 out of 5	Evidence at protein level	Actin cytoskeleton-regulatory complex protein SLA1	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32791	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	686	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	78854	0		5 out of 5	Evidence at protein level	Ferric/cupric reductase transmembrane component 1 (EC 1.16.1.9) (Ferric-chelate reductase 1)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32792	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	385	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	44235	0		1 out of 5	Evidence at protein level	UPF0744 protein YSC83	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32793	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	468	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	50902	0		5 out of 5	Evidence at protein level	Protein YSC84 (LAS seventeen-binding protein 4) (LAS17-binding protein 4)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32794	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	780	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	84748	0		3 out of 5	Evidence at protein level	ATPase family gene 2 protein	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32795	1	1	uniprotkb	559292	1	0	1	0	0	1	0	1	reviewed	747	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	81772	0		5 out of 5	Evidence at protein level	Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1 (EC 3.4.24.-) (Protein OSD1) (Tat-binding homolog 11) (Yeast mitochondrial escape protein 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32796	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	670	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	77242	0	ALTERNATIVE PRODUCTS:  Event=Alternative initiation; Named isoforms=2;  Name=Mitochondrial; IsoId=P32796-1; Sequence=Displayed; Name=Peroxisomal; IsoId=P32796-2; Sequence=VSP_018690; Note=Produced by alternative initiation at Met-23 of isoform Mitochondrial.; 	5 out of 5	Evidence at protein level	Carnitine O-acetyltransferase, mitochondrial (Carnitine acetylase) (EC 2.3.1.7)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32797	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	924	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	104904	0		5 out of 5	Evidence at protein level	Cell division control protein 13	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32798	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	439	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48155	0		5 out of 5	Evidence at protein level	Cobalt uptake protein COT1	SwissProt_and_IMEX	0	1	1	not two-hybrid, AP-MS
P32799	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	129	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15021	0		4 out of 5	Evidence at protein level	Cytochrome c oxidase subunit 6A, mitochondrial (EC 1.9.3.1) (Cytochrome c oxidase polypeptide VIa)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32800	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	271	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	30752	0	ALTERNATIVE PRODUCTS:  Event=Alternative initiation; Named isoforms=2;  Name=Long; IsoId=P32800-1; Sequence=Displayed; Name=Short; IsoId=P32800-2; Sequence=VSP_018874; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	Peroxisomal biogenesis factor 2 (Peroxin-2) (Peroxisomal protein PAS5) (Protein CRT1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32801	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	640	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	72150	0		5 out of 5	Evidence at protein level	Serine/threonine-protein kinase ELM1 (EC 2.7.11.1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32802	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	667	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	75963	0		5 out of 5	Evidence at protein level	Transmembrane 9 superfamily member 1 (70 kDa endomembrane protein) (Endomembrane protein EMP70) [Cleaved into: Protein p24a (Acidic 24 kDa late endocytic intermediate component)]	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32803	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23332	0		5 out of 5	Evidence at protein level	Endosomal protein P24B (24 kDa endomembrane protein) (Basic 24 kDa late endocytic intermediate component)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32804	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	41582	0		3 out of 5	Evidence at protein level	Zinc-regulated transporter 1 (High-affinity zinc transport protein ZRT1)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32805	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	299	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33994	0		4 out of 5	Evidence at protein level	Zinc finger protein FZF1 (Sulfite resistance protein 1)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32806	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	458	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	53815	0		4 out of 5	Evidence at protein level	GTPase-activating protein GYP6 (GAP for YPT6)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32807	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	602	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	70647	0		5 out of 5	Evidence at protein level	ATP-dependent DNA helicase II subunit 1 (EC 3.6.4.12) (ATP-dependent DNA helicase II subunit Ku70) (High affinity DNA-binding factor subunit 1)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P32828	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	619	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	71071	0		5 out of 5	Evidence at protein level	E3 ubiquitin-protein ligase complex SLX5-SLX8 subunit SLX5 (EC 6.3.2.-) (Hexose metabolism-related protein HEX3) (Synthetic lethal of unknown function protein 5)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32829	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	692	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	77650	0		5 out of 5	Evidence at protein level	Double-strand break repair protein MRE11	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32830	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12284	0		5 out of 5	Evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM12 (Mitochondrial regulator of splicing 5)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32831	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	672	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	75024	0	ALTERNATIVE PRODUCTS:  Event=Alternative initiation; Named isoforms=2;  Name=1; IsoId=P32831-1; Sequence=Displayed; Name=2; IsoId=P32831-2; Sequence=VSP_058122; 	4 out of 5	Evidence at protein level	Negative growth regulatory protein NGR1 (RNA-binding protein RBP1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32832	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	435	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49651	0		5 out of 5	Evidence at protein level	Chromatin structure-remodeling complex subunit RSC7 (Nuclear protein localization protein 6) (Remodel the structure of chromatin complex subunit 7)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32833	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	620	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	71238	0		5 out of 5	Evidence at protein level	Origin recognition complex subunit 2 (Origin recognition complex 71 kDa subunit)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32835	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	219	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24810	0		5 out of 5	Evidence at protein level	GTP-binding nuclear protein GSP1/CNR1 (Chromosome stability protein 17) (GTPase Ran homolog) (Genetic suppressor of PRP20-1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32836	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24991	0		4 out of 5	Evidence at protein level	GTP-binding nuclear protein GSP2/CNR2	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32837	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	571	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	61873	0		4 out of 5	Evidence at protein level	GABA-specific permease (GABA-specific transport protein)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32838	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	42433	0		4 out of 5	Evidence at protein level	Serine/threonine-protein phosphatase PP2A-like PPG1 (EC 3.1.3.16)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32839	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	456	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51107	0		5 out of 5	Evidence at protein level	Mitochondrial chaperone BCS1	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P32841	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	428	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48706	0		3 out of 5	Evidence at protein level	Meiotic recombination protein REC114	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32842	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17037	0		5 out of 5	Evidence at protein level	V-type proton ATPase subunit c' (V-ATPase subunit c') (Proteolipid protein VMA11) (Trifluoperazine resistance protein 3) (V-ATPase 16 kDa proteolipid subunit 2) (Vacuolar proton pump c' subunit)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32843	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	96689	0		4 out of 5	Evidence at protein level	Mitochondrial escape protein 2 (Protein RNA12)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P32844	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	805	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	93428	0		5 out of 5	Evidence at protein level	Exocyst complex component SEC6	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32849	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	134002	0		5 out of 5	Evidence at protein level	DNA repair protein RAD5 (EC 3.6.4.-) (Radiation sensitivity protein 5) (Revertibility protein 2)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32854	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	288	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33006	0		5 out of 5	Evidence at protein level	Syntaxin PEP12 (Carboxypeptidase Y-deficient protein 12) (Vacuolar protein sorting-associated protein 6) (Vacuolar protein-targeting protein 13)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32855	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1065	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	122225	0		5 out of 5	Evidence at protein level	Exocyst complex component SEC8	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32857	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	523	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	60018	0		3 out of 5	Evidence at protein level	Membrane protein PTM1	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32858	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	118	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12936	0		3 out of 5	Predicted	Altered inheritance of mitochondria protein 26, mitochondrial	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32859	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	130	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14909	0		1 out of 5	Uncertain	Putative uncharacterized protein YKL036C	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32860	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	256	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	29174	0		4 out of 5	Evidence at protein level	NifU-like protein, mitochondrial	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32861	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	499	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	55988	0		5 out of 5	Evidence at protein level	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32862	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	128240	0		5 out of 5	Evidence at protein level	Glucose transport transcription regulator RGT1 (Restores glucose transport protein 1)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32863	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	101754	0		5 out of 5	Evidence at protein level	DNA repair and recombination protein RAD54 (EC 3.6.4.-)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32864	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	603	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	67374	0		5 out of 5	Evidence at protein level	Rab proteins geranylgeranyltransferase component A (Rab escort protein) (REP)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32867	1	1	uniprotkb	559292	1	0	1	0	0	1	0	1	reviewed	290	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33106	0		5 out of 5	Evidence at protein level	Protein SSO1	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P32873	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1128	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	124913	0		5 out of 5	Evidence at protein level	GTPase-activating protein BEM3 (Bud emergence protein 3)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32874	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	2273	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	259163	0		5 out of 5	Evidence at protein level	Acetyl-CoA carboxylase, mitochondrial (ACC) (EC 6.4.1.2) [Includes: Biotin carboxylase (EC 6.3.4.14)]	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32875	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	414	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	46247	0		3 out of 5	Evidence at protein level	Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32891	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	587	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	65293	0		5 out of 5	Evidence at protein level	D-lactate dehydrogenase [cytochrome] 1, mitochondrial (EC 1.1.2.4) (D-lactate ferricytochrome C oxidoreductase) (D-LCR)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P32892	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	752	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	84843	0		5 out of 5	Evidence at protein level	ATP-dependent RNA helicase DRS1 (EC 3.6.4.13) (Deficiency of ribosomal subunits protein 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32893	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	63368	0		4 out of 5	Evidence at protein level	Trafficking protein particle complex II-specific subunit 65 (TRAPP II-specific subunit 65) (Beta-glucan synthesis-associated protein TRS65) (Killer toxin-resistance protein 11) (Transport protein particle 65 kDa subunit)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32895	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	427	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	47047	0		5 out of 5	Evidence at protein level	Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32896	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	925	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	103944	0		3 out of 5	Evidence at protein level	Protein PDC2	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32897	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	222	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23244	0		5 out of 5	Evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM23 (Membrane import machinery protein MIM23) (Mitochondrial protein import protein 3) (Mitochondrial protein import protein MAS6)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32898	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	989	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	112180	0		5 out of 5	Evidence at protein level	Mitochondrial presequence protease (EC 3.4.24.-) (Cytosolic metalloprotease 1) (Metalloprotease of 112 kDa)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P32899	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	183	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21885	0		4 out of 5	Evidence at protein level	U3 small nucleolar ribonucleoprotein protein IMP3 (U3 snoRNP protein IMP3) (Interacting with MPP10 protein 3)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32900	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	81849	0		4 out of 5	Evidence at protein level	Protein SKG6 (Suppressor of lethality of KEX2-GAS1 double null mutant 6)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32901	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	601	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	68044	0		4 out of 5	Evidence at protein level	Peptide transporter PTR2 (Peptide permease PTR2)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32902	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	394	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	44152	0		3 out of 5	Evidence at protein level	37S ribosomal protein MRP4, mitochondrial	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32903	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	4501	0		4 out of 5	Evidence at protein level	Plasma membrane ATPase proteolipid 1	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32904	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23889	0		4 out of 5	Evidence at protein level	54S ribosomal protein L6, mitochondrial (YmL16)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32905	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	252	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	28024	0		5 out of 5	Evidence at protein level	40S ribosomal protein S0-A (Nucleic acid-binding protein NAB1A)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32906	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	63057	0		5 out of 5	Evidence at protein level	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (Man(9)-alpha-mannosidase)	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P32907	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	282	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	30701	0		4 out of 5	Evidence at protein level	Ammonia transport outward protein 2	SwissProt_not_IMEX	0	0	0	not in IMEx
P32908	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1225	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	141280	0		5 out of 5	Evidence at protein level	Structural maintenance of chromosomes protein 1 (DA-box protein SMC1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32909	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	740	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	81397	0		4 out of 5	Evidence at protein level	Protein SMY2 (Suppressor of MYO2-66 protein)	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P32910	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36135	0		5 out of 5	Evidence at protein level	DNA-directed RNA polymerase III subunit RPC6 (RNA polymerase III subunit C6) (C34) (DNA-directed RNA polymerase III 36 kDa polypeptide)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32911	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12312	0		5 out of 5	Evidence at protein level	Eukaryotic translation initiation factor eIF-1 (Protein translation factor SUI1)	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P32912	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	316	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36711	0		5 out of 5	Evidence at protein level	Vacuolar morphogenesis protein 7	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
