whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X1222.mbinfo.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx
P36097	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	118889	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36098	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15626	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
P36099	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22956	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
P36100	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	482	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	54742	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36101	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	447	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	50266	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36102	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	679	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	76455	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36103	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	277	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32293	NA	NA	1 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36104	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	37122	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36105	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	138	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15167	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36106	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	594	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	67901	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36107	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	401	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	45193	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36108	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	232	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	26291	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36109	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	125	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14331	NA	NA	1 out of 5	Uncertain	SwissProt_not_IMEX
P36110	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33780	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
P36111	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	66584	NA	NA	1 out of 5	Predicted	SwissProt_and_IMEX
P36112	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	540	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	61082	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36113	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	551	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	63569	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36114	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	725	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	81754	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36115	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	68880	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36116	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18912	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36117	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	915	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	102540	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36118	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	322	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36647	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36119	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	530	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	60799	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36120	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	742	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	83308	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36121	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	282	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32142	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36122	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	765	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	88044	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36123	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1033	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	117098	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36124	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	751	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	85480	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36125	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	273	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	31993	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36126	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	195204	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36127	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12414	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P36128	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	141	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15668	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P36129	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	23239	NA	NA	2 out of 5	Uncertain	SwissProt_and_IMEX
P36130	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	643	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	72832	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36131	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	295	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34078	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36132	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	386	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	42748	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36133	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	19222	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P36134	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	250	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	29208	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36135	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	365	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36955	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36136	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	271	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	31022	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36137	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	443	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	50981	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36138	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	183	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20226	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36139	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	31246	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36140	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	101	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12332	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P36141	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	133	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15650	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36142	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	418	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48757	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36143	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	69724	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36144	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	274	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	31616	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36145	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	328	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36985	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36146	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	502	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	59351	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36147	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21968	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36148	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	743	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	83645	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36149	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	193	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	22129	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36150	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	593	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	66125	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36151	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	352	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39406	NA	NA	1 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36152	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	348	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38543	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36153	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11974	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P36154	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18436	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36155	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	307	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36113	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36156	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	43274	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36157	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	363	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39862	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36158	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	585	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	68281	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36159	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	96816	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36160	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39599	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36161	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1157	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	133321	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36162	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	133	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15072	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36163	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39328	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36164	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	337	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38311	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36165	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	910	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	102717	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36166	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	706	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	79434	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36167	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27466	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36168	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1195	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	137491	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36169	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	355	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39830	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36170	1	1	uniprotkb	559292	1	0	0	0	0	1	1	0	reviewed	1169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	122165	NA	NA	5 out of 5	Inferred from homology	SwissProt_and_IMEX
P36172	1	1	uniprotkb	559292	0	1	0	0	0	1	1	1	reviewed	582	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	63361	NA	NA	3 out of 5	Inferred from homology	SwissProt_and_IMEX
P36173	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	68954	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36224	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	373	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	43607	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36421	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	394	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	44020	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36516	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	390	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	44000	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36517	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	319	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36965	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36519	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33099	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36520	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	322	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36347	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36521	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	249	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	28515	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36523	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	28167	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36525	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	258	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	30049	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36526	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16492	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36527	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	147	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17342	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36528	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32213	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36531	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20091	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36532	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11949	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36533	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	70	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	7973	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36534	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	33751	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36775	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1133	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	127112	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P36973	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	181	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	19986	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37012	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	63089	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37020	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	779	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	87592	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37254	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	787	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	88544	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37261	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	193	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21232	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37262	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34501	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37263	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17738	NA	NA	2 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37264	1	1	uniprotkb	559292	0	1	0	0	0	1	1	0	reviewed	122	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	14351	NA	NA	1 out of 5	Uncertain	SwissProt_and_IMEX
P37265	1	1	uniprotkb	559292	1	1	0	0	0	1	1	0	reviewed	110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12887	NA	NA	2 out of 5	Inferred from homology	SwissProt_and_IMEX
P37267	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	147	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17532	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37291	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	469	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	52218	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37292	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	490	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	53686	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37293	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	288	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32804	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
P37296	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	101661	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37297	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1900	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	214607	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37298	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	181	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20249	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37299	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	77	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	8593	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37302	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	537	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	60137	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37303	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	387	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	42815	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37304	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	92872	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
P37366	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	393	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	45210	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
