whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X1222.mbinfo.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
P10622	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	106	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10668	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P10659	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	382	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	41818	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P10662	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36729	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P10663	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	115	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13538	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P10664	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39092	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	1	1	not two-hybrid, AP-MS
P10823	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	449	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	50448	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P10834	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	293	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34637	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P10849	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51192	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P10862	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	487	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	55230	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P10863	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24906	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P10869	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	527	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	58110	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P10870	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	884	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	96719	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P10961	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	833	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	93282	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P10962	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	306	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	35696	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P10963	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	60983	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P10964	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1664	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	186432	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11075	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	2009	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	226886	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11076	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	181	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20529	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11154	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	130099	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P11325	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	894	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	101920	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P11353	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	328	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	37712	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11412	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	57522	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11433	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	854	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	96940	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11484	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	613	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	66602	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11491	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	566	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	63004	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P11632	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	93	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10802	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11633	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	99	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11476	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P11655	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	471	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51608	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P11709	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51092	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11710	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	512	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	57779	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P11745	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	407	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	45816	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11746	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	286	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32802	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11747	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	167	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	19132	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11792	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	91812	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	1	1	not two-hybrid, AP-MS
P11914	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	482	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	53338	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P11927	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	50653	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P11938	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	92413	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11972	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	698	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	79716	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11978	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1358	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	152062	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P11986	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	533	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	59642	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P12383	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1068	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	121794	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12385	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	437	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49006	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12611	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	55346	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12612	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	559	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	60481	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12630	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	587	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	63730	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P12683	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1054	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	115626	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12684	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	115692	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12685	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	141073	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P12686	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	339	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38988	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12687	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	371	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	43227	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12688	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	680	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	76480	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12689	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	985	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	112227	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12695	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	482	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	51818	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P12709	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	554	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	61299	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12753	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1312	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	152569	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12754	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	651	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	70852	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12866	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1290	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	144766	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P12868	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1029	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	117478	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12887	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	40471	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P12904	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	322	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	36401	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12945	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	854	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	98905	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12954	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1174	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	134306	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P12962	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18223	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13045	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	520	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	58129	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13090	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	542	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	59983	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P13099	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	656	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	74371	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13130	1	1	uniprotkb	559292	1	0	0	0	0	1	1	1	reviewed	326	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	34226	0	0	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P13134	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	814	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	90003	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13181	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	574	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	63626	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13185	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	120071	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13186	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1147	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	128338	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13188	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	809	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	93133	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P13259	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	424	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49406	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	1	1	not two-hybrid, AP-MS
P13298	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	226	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	24664	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13365	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	580	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	64991	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P13382	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	1468	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	166809	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13393	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	240	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27003	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13433	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	1351	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	153047	0	0	5 out of 5	Inferred from homology	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13434	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	144	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	16154	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13483	1	1	uniprotkb	559292	1	0	0	0	0	1	0	1	reviewed	248	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	27067	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not two-hybrid, and not AP-MS
P13517	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	287	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	32629	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13574	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	77867	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13586	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	104571	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P13587	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	1091	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	120357	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P13663	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	365	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	39544	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13711	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	748	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	84042	0	0	4 out of 5	Inferred from homology	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13712	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	422	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	47365	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13856	1	1	uniprotkb	559292	1	1	0	0	0	1	1	1	reviewed	272	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	30391	0	0	5 out of 5	Inferred from homology	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P13902	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17378	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P14020	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	267	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	30362	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P14063	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	131	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15520	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P14064	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	554	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	62412	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P14065	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	312	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	35079	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	1	1	not two-hybrid, AP-MS
P14066	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	229	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	26586	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two-hybrid, not AP-MS
P14120	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	11415	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P14126	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	387	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	43758	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
P14127	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15803	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P14164	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	731	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	81753	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not two-hybrid, AP-MS
P14180	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	963	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	109882	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two-hybrid and AP-MS
