whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx
P0AA93	1	1	0	0	0	0	0	0	0	0	reviewed	565	Escherichia coli (strain K12)	83333	62657	NA		4 out of 5	Evidence at protein level	Sensor histidine kinase YpdA (EC 2.7.13.3)	SwissProt_not_IMEX
P0AA95	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	115	Escherichia coli (strain K12)	83333	12854	NA		1 out of 5	Inferred from homology	Uncharacterized protein YacC	SwissProt_and_IMEX
P0AA97	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	181	Escherichia coli (strain K12)	83333	20877	NA		1 out of 5	Evidence at protein level	Uncharacterized protein YaeQ	SwissProt_and_IMEX
P0AA99	1	1	0	0	0	0	0	0	0	1	reviewed	246	Escherichia coli (strain K12)	83333	28021	NA		2 out of 5	Inferred from homology	Putative L,D-transpeptidase YafK (EC 2.-.-.-)	SwissProt_not_IMEX
P0AAA1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	204	Escherichia coli (strain K12)	83333	22967	NA		3 out of 5	Evidence at protein level	Inner membrane protein YagU	SwissProt_and_IMEX
P0AAA3	1	1	0	0	0	0	0	0	0	1	reviewed	195	Escherichia coli (strain K12)	83333	20111	NA		2 out of 5	Inferred from homology	Common pilus major fimbrillin subunit EcpA (MatB fimbrillin)	SwissProt_not_IMEX
P0AAA5	1	1	0	0	0	0	0	0	0	1	reviewed	76	Escherichia coli (strain K12)	83333	8727	NA		2 out of 5	Evidence at transcript level	Uncharacterized protein YmcE	SwissProt_not_IMEX
P0AAA7	1	1	0	0	0	0	0	0	0	0	reviewed	416	Escherichia coli (strain K12)	83333	44960	NA		4 out of 5	Evidence at protein level	Lipid III flippase	SwissProt_not_IMEX
P0AAA9	1	1	0	0	0	0	0	0	0	0	reviewed	141	Escherichia coli (strain K12)	83333	15199	NA		3 out of 5	Evidence at protein level	Zinc resistance-associated protein	SwissProt_not_IMEX
P0AAB2	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	147	Escherichia coli (strain K12)	83333	16709	NA		3 out of 5	Evidence at protein level	Low molecular weight protein-tyrosine-phosphatase Wzb (EC 3.1.3.48)	SwissProt_and_IMEX
P0AAB4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	497	Escherichia coli (strain K12)	83333	55604	NA		5 out of 5	Evidence at protein level	3-octaprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.98) (Polyprenyl p-hydroxybenzoate decarboxylase)	SwissProt_and_IMEX
P0AAB6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	297	Escherichia coli (strain K12)	83333	32829	NA		3 out of 5	Evidence at protein level	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (Alpha-D-glucosyl-1-phosphate uridylyltransferase) (UDP-glucose pyrophosphorylase) (UDPGP) (Uridine diphosphoglucose pyrophosphorylase)	SwissProt_and_IMEX
P0AAB8	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	142	Escherichia coli (strain K12)	83333	16293	NA		2 out of 5	Evidence at transcript level	Universal stress protein D	SwissProt_and_IMEX
P0AAC0	1	1	uniprotkb	83333	0	1	0	0	1	0	reviewed	316	Escherichia coli (strain K12)	83333	35707	NA		3 out of 5	Evidence at protein level	Universal stress protein E	SwissProt_and_IMEX
P0AAC4	1	1	0	0	0	0	0	0	0	0	reviewed	234	Escherichia coli (strain K12)	83333	25902	NA		2 out of 5	Evidence at protein level	Inner membrane protein YbhL	SwissProt_not_IMEX
P0AAC6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	219	Escherichia coli (strain K12)	83333	23363	NA		5 out of 5	Evidence at protein level	Modulator of FtsH protease YccA	SwissProt_and_IMEX
P0AAC8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	107	Escherichia coli (strain K12)	83333	11556	NA		5 out of 5	Evidence at protein level	Iron-binding protein IscA (Iron-sulfur cluster assembly protein)	SwissProt_and_IMEX
P0AAD2	1	1	0	0	0	0	0	0	0	0	reviewed	414	Escherichia coli (strain K12)	83333	44333	NA		4 out of 5	Evidence at protein level	Tryptophan-specific transport protein (Tryptophan permease)	SwissProt_not_IMEX
P0AAD4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	403	Escherichia coli (strain K12)	83333	42819	NA		3 out of 5	Evidence at protein level	Tyrosine-specific transport protein (Tyrosine permease)	SwissProt_and_IMEX
P0AAD6	1	1	0	0	0	0	0	0	0	0	reviewed	429	Escherichia coli (strain K12)	83333	46906	NA		3 out of 5	Evidence at protein level	Serine transporter	SwissProt_not_IMEX
P0AAD8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	443	Escherichia coli (strain K12)	83333	48879	NA		4 out of 5	Evidence at protein level	Threonine/serine transporter TdcC (H(+)/threonine-serine symporter)	SwissProt_and_IMEX
P0AAE0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	470	Escherichia coli (strain K12)	83333	51660	NA		5 out of 5	Evidence at protein level	D-serine/D-alanine/glycine transporter	SwissProt_and_IMEX
P0AAE2	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	457	Escherichia coli (strain K12)	83333	50216	NA		3 out of 5	Evidence at protein level	Proline-specific permease ProY	SwissProt_and_IMEX
P0AAE5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	460	Escherichia coli (strain K12)	83333	49501	NA		2 out of 5	Evidence at protein level	Putative arginine/ornithine antiporter	SwissProt_and_IMEX
P0AAE8	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	444	Escherichia coli (strain K12)	83333	46665	NA		3 out of 5	Evidence at transcript level	Probable cadaverine/lysine antiporter	SwissProt_and_IMEX
P0AAF1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	439	Escherichia coli (strain K12)	83333	46495	NA		5 out of 5	Evidence at protein level	Putrescine transporter PotE (Putrescine-proton symporter / putrescine-ornithine antiporter)	SwissProt_and_IMEX
P0AAF3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	504	Escherichia coli (strain K12)	83333	55018	NA		3 out of 5	Evidence at protein level	Arabinose import ATP-binding protein AraG (EC 3.6.3.17)	SwissProt_and_IMEX
P0AAF6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	242	Escherichia coli (strain K12)	83333	27022	NA		3 out of 5	Evidence at protein level	Arginine transport ATP-binding protein ArtP (EC 3.6.3.-)	SwissProt_and_IMEX
P0AAG0	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	327	Escherichia coli (strain K12)	83333	35844	NA		3 out of 5	Inferred from homology	Dipeptide transport ATP-binding protein DppD	SwissProt_and_IMEX
P0AAG3	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	241	Escherichia coli (strain K12)	83333	26661	NA		2 out of 5	Inferred from homology	Glutamate/aspartate import ATP-binding protein GltL (EC 3.6.3.21)	SwissProt_and_IMEX
P0AAG5	1	1	0	0	0	0	0	0	0	0	reviewed	593	Escherichia coli (strain K12)	83333	65222	NA		3 out of 5	Evidence at protein level	Multidrug resistance-like ATP-binding protein MdlB (EC 3.6.3.44)	SwissProt_not_IMEX
P0AAG8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	506	Escherichia coli (strain K12)	83333	56415	NA		3 out of 5	Evidence at protein level	Galactose/methyl galactoside import ATP-binding protein MglA (EC 3.6.3.17)	SwissProt_and_IMEX
P0AAH0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	257	Escherichia coli (strain K12)	83333	29027	NA		5 out of 5	Evidence at protein level	Phosphate import ATP-binding protein PstB (EC 3.6.3.27) (ABC phosphate transporter) (Phosphate-transporting ATPase)	SwissProt_and_IMEX
P0AAH4	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	330	Escherichia coli (strain K12)	83333	37661	NA		3 out of 5	Inferred from homology	Peptide transport system ATP-binding protein SapD	SwissProt_and_IMEX
P0AAH8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	268	Escherichia coli (strain K12)	83333	30571	NA		3 out of 5	Evidence at protein level	Peptide transport system ATP-binding protein SapF	SwissProt_and_IMEX
P0AAI1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	255	Escherichia coli (strain K12)	83333	27738	NA		3 out of 5	Evidence at protein level	Aliphatic sulfonates import ATP-binding protein SsuB (EC 3.6.3.-)	SwissProt_and_IMEX
P0AAI3	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	644	Escherichia coli (strain K12)	83333	70708	NA		5 out of 5	Evidence at protein level	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-) (Cell division protease FtsH)	SwissProt_and_IMEX
P0AAI5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	413	Escherichia coli (strain K12)	83333	43046	NA		5 out of 5	Evidence at protein level	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179) (3-oxoacyl-[acyl-carrier-protein] synthase II) (Beta-ketoacyl-ACP synthase II) (KAS II)	SwissProt_and_IMEX
P0AAI9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	309	Escherichia coli (strain K12)	83333	32417	NA		3 out of 5	Evidence at protein level	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	SwissProt_and_IMEX
P0AAJ1	1	1	0	0	0	0	0	0	0	1	reviewed	205	Escherichia coli (strain K12)	83333	22752	NA		3 out of 5	Inferred from homology	Probable anaerobic dimethyl sulfoxide reductase chain YnfG (DMSO reductase iron-sulfur subunit YnfG)	SwissProt_not_IMEX
P0AAJ3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	294	Escherichia coli (strain K12)	83333	32239	NA		5 out of 5	Evidence at protein level	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit (Anaerobic formate dehydrogenase iron-sulfur subunit) (Formate dehydrogenase-N subunit beta) (FDH-N subunit beta)	SwissProt_and_IMEX
P0AAJ5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	300	Escherichia coli (strain K12)	83333	33100	NA		5 out of 5	Evidence at protein level	Formate dehydrogenase-O iron-sulfur subunit (Aerobic formate dehydrogenase iron-sulfur subunit) (FDH-Z subunit beta) (Formate dehydrogenase-O subunit beta)	SwissProt_and_IMEX
P0AAJ8	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	328	Escherichia coli (strain K12)	83333	36003	NA		3 out of 5	Inferred from homology	Hydrogenase-2 operon protein HybA	SwissProt_and_IMEX
P0AAK1	1	1	uniprotkb	83333	1	1	0	0	1	1	reviewed	203	Escherichia coli (strain K12)	83333	21873	NA		3 out of 5	Inferred from homology	Formate hydrogenlyase subunit 2 (FHL subunit 2) (Hydrogenase-3 component B)	SwissProt_and_IMEX
P0AAK4	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	175	Escherichia coli (strain K12)	83333	19026	NA		2 out of 5	Inferred from homology	Electron transport protein HydN	SwissProt_and_IMEX
P0AAK7	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	223	Escherichia coli (strain K12)	83333	24567	NA		3 out of 5	Inferred from homology	Protein NrfC	SwissProt_and_IMEX
P0AAL0	1	1	0	0	0	0	0	0	0	1	reviewed	164	Escherichia coli (strain K12)	83333	18047	NA		3 out of 5	Inferred from homology	Ferredoxin-type protein NapF	SwissProt_not_IMEX
P0AAL3	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	231	Escherichia coli (strain K12)	83333	24925	NA		3 out of 5	Inferred from homology	Ferredoxin-type protein NapG	SwissProt_and_IMEX
P0AAL6	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	208	Escherichia coli (strain K12)	83333	22367	NA		2 out of 5	Evidence at transcript level	Uncharacterized ferredoxin-like protein YdhY	SwissProt_and_IMEX
P0AAL9	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	109	Escherichia coli (strain K12)	83333	11798	NA		1 out of 5	Predicted	Uncharacterized protein YkgJ	SwissProt_and_IMEX
P0AAM1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	235	Escherichia coli (strain K12)	83333	27597	NA		4 out of 5	Evidence at protein level	Probable Ni/Fe-hydrogenase 1 B-type cytochrome subunit	SwissProt_and_IMEX
P0AAM3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	90	Escherichia coli (strain K12)	83333	9732	NA		3 out of 5	Evidence at protein level	Hydrogenase isoenzymes formation protein HypC	SwissProt_and_IMEX
P0AAM7	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	82	Escherichia coli (strain K12)	83333	8808	NA		3 out of 5	Evidence at protein level	Hydrogenase-2 operon protein HybG	SwissProt_and_IMEX
P0AAN1	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	162	Escherichia coli (strain K12)	83333	17964	NA		2 out of 5	Evidence at protein level	Hydrogenase-2 operon protein HybE	SwissProt_and_IMEX
P0AAN3	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	290	Escherichia coli (strain K12)	83333	31565	NA		4 out of 5	Evidence at protein level	Hydrogenase isoenzymes nickel incorporation protein HypB	SwissProt_and_IMEX
P0AAN5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	63	Escherichia coli (strain K12)	83333	7281	NA		1 out of 5	Evidence at protein level	Uncharacterized protein YaiA	SwissProt_and_IMEX
P0AAN9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	86	Escherichia coli (strain K12)	83333	9937	NA		4 out of 5	Evidence at protein level	Anti-adapter protein IraP	SwissProt_and_IMEX
P0AAP1	1	1	0	0	0	0	0	0	0	0	reviewed	371	Escherichia coli (strain K12)	83333	41537	NA		4 out of 5	Evidence at protein level	Probable diguanylate cyclase AdrA (DGC) (EC 2.7.7.65)	SwissProt_not_IMEX
P0AAP3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	91	Escherichia coli (strain K12)	83333	10318	NA		3 out of 5	Evidence at protein level	Transcriptional repressor FrmR	SwissProt_and_IMEX
P0AAP5	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	207	Escherichia coli (strain K12)	83333	23956	NA		2 out of 5	Inferred from homology	Inhibitor of hydrogen peroxide resistance	SwissProt_and_IMEX
P0AAP7	1	1	0	0	0	0	0	0	0	0	reviewed	102	Escherichia coli (strain K12)	83333	11424	NA		2 out of 5	Evidence at protein level	Inner membrane protein YaiY	SwissProt_not_IMEX
P0AAQ0	1	1	0	0	0	0	0	0	0	1	reviewed	70	Escherichia coli (strain K12)	83333	8097	NA		2 out of 5	Predicted	Uncharacterized protein YaiZ	SwissProt_not_IMEX
P0AAQ2	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	115	Escherichia coli (strain K12)	83333	13364	NA		2 out of 5	Predicted	Uncharacterized protein YajD	SwissProt_and_IMEX
P0AAQ6	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	117	Escherichia coli (strain K12)	83333	13318	NA		1 out of 5	Predicted	Uncharacterized protein YbaA	SwissProt_and_IMEX
P0AAR0	1	1	0	0	0	0	0	0	0	0	reviewed	124	Escherichia coli (strain K12)	83333	14557	NA		3 out of 5	Evidence at protein level	Hha toxicity modulator TomB (Toxin overexpression modulator in biofilms)	SwissProt_not_IMEX
P0AAR3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	159	Escherichia coli (strain K12)	83333	17093	NA		4 out of 5	Evidence at protein level	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK (EC 4.2.-.-)	SwissProt_and_IMEX
P0AAR5	1	1	0	0	0	0	0	0	0	0	reviewed	125	Escherichia coli (strain K12)	83333	14770	NA		2 out of 5	Evidence at protein level	Inner membrane protein YbaN	SwissProt_not_IMEX
P0AAR8	1	1	0	0	0	0	0	0	0	1	reviewed	123	Escherichia coli (strain K12)	83333	12704	NA		2 out of 5	Inferred from homology	Uncharacterized protein YbaV	SwissProt_not_IMEX
P0AAS0	1	1	0	0	0	0	0	0	0	0	reviewed	156	Escherichia coli (strain K12)	83333	18267	NA		2 out of 5	Evidence at protein level	Inner membrane protein YlaC	SwissProt_not_IMEX
P0AAS3	1	1	0	0	0	0	0	0	0	0	reviewed	152	Escherichia coli (strain K12)	83333	16939	NA		2 out of 5	Evidence at protein level	Inner membrane protein YbbJ	SwissProt_not_IMEX
P0AAS5	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	271	Escherichia coli (strain K12)	83333	29597	NA		1 out of 5	Predicted	Uncharacterized protein YlbF	SwissProt_and_IMEX
P0AAS7	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	70	Escherichia coli (strain K12)	83333	7390	NA		2 out of 5	Evidence at protein level	Uncharacterized protein YbcJ	SwissProt_and_IMEX
P0AAS9	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	65	Escherichia coli (strain K12)	83333	7467	NA		1 out of 5	Predicted	Uncharacterized protein YbdD	SwissProt_and_IMEX
P0AAT2	1	1	0	0	0	0	0	0	0	1	reviewed	122	Escherichia coli (strain K12)	83333	14050	NA		1 out of 5	Predicted	Uncharacterized protein YbdF	SwissProt_not_IMEX
P0AAT4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	415	Escherichia coli (strain K12)	83333	46603	NA		4 out of 5	Evidence at protein level	Miniconductance mechanosensitive channel YbdG	SwissProt_and_IMEX
P0AAT6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	105	Escherichia coli (strain K12)	83333	11582	NA		4 out of 5	Evidence at protein level	Ribosomal silencing factor RsfS	SwissProt_and_IMEX
P0AAT9	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	160	Escherichia coli (strain K12)	83333	18797	NA		1 out of 5	Predicted	Uncharacterized protein YbeL	SwissProt_and_IMEX
P0AAU2	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	68	Escherichia coli (strain K12)	83333	8275	NA		1 out of 5	Inferred from homology	Uncharacterized protein YbfA	SwissProt_and_IMEX
P0AAU5	1	1	0	0	0	0	0	0	0	1	reviewed	108	Escherichia coli (strain K12)	83333	12557	NA		2 out of 5	Predicted	Uncharacterized protein YbfB	SwissProt_not_IMEX
P0AAU7	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	97	Escherichia coli (strain K12)	83333	11280	NA		1 out of 5	Evidence at protein level	Uncharacterized protein YbfE	SwissProt_and_IMEX
P0AAV0	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	97	Escherichia coli (strain K12)	83333	10932	NA		2 out of 5	Predicted	Uncharacterized protein YbgE	SwissProt_and_IMEX
P0AAV4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	218	Escherichia coli (strain K12)	83333	23947	NA		1 out of 5	Evidence at protein level	Uncharacterized protein YbgJ	SwissProt_and_IMEX
P0AAV6	1	1	0	0	0	0	0	0	0	1	reviewed	126	Escherichia coli (strain K12)	83333	12872	NA		1 out of 5	Inferred from homology	Uncharacterized protein YbgS	SwissProt_not_IMEX
P0AAV8	1	1	0	0	0	0	0	0	0	1	reviewed	350	Escherichia coli (strain K12)	83333	37060	NA		1 out of 5	Inferred from homology	Putative isomerase YbhH (EC 5.-.-.-)	SwissProt_not_IMEX
P0AAW1	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	253	Escherichia coli (strain K12)	83333	28790	NA		1 out of 5	Predicted	Uncharacterized protein YbhP	SwissProt_and_IMEX
P0AAW5	1	1	0	0	0	0	0	0	0	0	reviewed	136	Escherichia coli (strain K12)	83333	15465	NA		2 out of 5	Evidence at protein level	Inner membrane protein YbhQ	SwissProt_not_IMEX
P0AAW9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	49	Escherichia coli (strain K12)	83333	5300	NA		5 out of 5	Evidence at protein level	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	SwissProt_and_IMEX
P0AAX3	1	1	0	0	0	0	0	0	0	1	reviewed	86	Escherichia coli (strain K12)	83333	8568	NA		2 out of 5	Inferred from homology	Uncharacterized protein YbiJ	SwissProt_not_IMEX
P0AAX6	1	1	0	0	0	0	0	0	0	1	reviewed	86	Escherichia coli (strain K12)	83333	8896	NA		3 out of 5	Evidence at transcript level	Uncharacterized protein McbA (MqsR-controlled colanic acid and biofilm protein A)	SwissProt_not_IMEX
P0AAX8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	306	Escherichia coli (strain K12)	83333	33325	NA		5 out of 5	Evidence at protein level	Probable L,D-transpeptidase YbiS (EC 2.-.-.-)	SwissProt_and_IMEX
P0AAY1	1	1	0	0	0	0	0	0	0	1	reviewed	127	Escherichia coli (strain K12)	83333	14536	NA		2 out of 5	Predicted	Biofilm regulator BssR	SwissProt_not_IMEX
P0AAY4	1	1	0	0	0	0	0	0	0	1	reviewed	94	Escherichia coli (strain K12)	83333	9971	NA		1 out of 5	Inferred from homology	Uncharacterized protein YbjH	SwissProt_not_IMEX
P0AAY6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	158	Escherichia coli (strain K12)	83333	17666	NA		3 out of 5	Evidence at protein level	Uncharacterized protein YbjN	SwissProt_and_IMEX
P0AAZ0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	162	Escherichia coli (strain K12)	83333	18518	NA		2 out of 5	Evidence at protein level	Inner membrane protein YbjO	SwissProt_and_IMEX
P0AAZ4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	447	Escherichia coli (strain K12)	83333	49626	NA		4 out of 5	Evidence at protein level	Replication-associated recombination protein A	SwissProt_and_IMEX
P0AAZ7	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	60	Escherichia coli (strain K12)	83333	6855	NA		1 out of 5	Evidence at protein level	UPF0434 protein YcaR	SwissProt_and_IMEX
P0AB01	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	259	Escherichia coli (strain K12)	83333	28666	NA		3 out of 5	Predicted	Envelope biogenesis factor ElyC (Elevated frequency of lysis)	SwissProt_and_IMEX
P0AB03	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	297	Escherichia coli (strain K12)	83333	34488	NA		1 out of 5	Predicted	Uncharacterized protein YcbJ	SwissProt_and_IMEX
P0AB06	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	182	Escherichia coli (strain K12)	83333	20354	NA		1 out of 5	Inferred from homology	Uncharacterized protein YcbK	SwissProt_and_IMEX
P0AB10	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	187	Escherichia coli (strain K12)	83333	20634	NA		2 out of 5	Inferred from homology	Uncharacterized lipoprotein YmbA	SwissProt_and_IMEX
P0AB12	1	1	0	0	0	0	0	0	0	0	reviewed	148	Escherichia coli (strain K12)	83333	16275	NA		2 out of 5	Evidence at protein level	Inner membrane protein YccF	SwissProt_not_IMEX
P0AB14	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	75	Escherichia coli (strain K12)	83333	8524	NA		2 out of 5	Evidence at protein level	Uncharacterized protein YccJ	SwissProt_and_IMEX
P0AB18	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	109	Escherichia coli (strain K12)	83333	12410	NA		4 out of 5	Evidence at protein level	Sulfurtransferase TusE (EC 2.8.1.-) (tRNA 2-thiouridine synthesizing protein E)	SwissProt_and_IMEX
P0AB20	1	1	0	0	0	0	0	0	0	0	reviewed	105	Escherichia coli (strain K12)	83333	11779	NA		2 out of 5	Evidence at protein level	Heat shock protein HspQ	SwissProt_not_IMEX
P0AB24	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	375	Escherichia coli (strain K12)	83333	41138	NA		4 out of 5	Evidence at protein level	Iron uptake system component EfeO	SwissProt_and_IMEX
P0AB26	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	186	Escherichia coli (strain K12)	83333	20500	NA		2 out of 5	Evidence at protein level	Uncharacterized lipoprotein YceB	SwissProt_and_IMEX
P0AB28	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	173	Escherichia coli (strain K12)	83333	19315	NA		1 out of 5	Predicted	Uncharacterized protein YceD (G30K)	SwissProt_and_IMEX
P0AB31	1	1	0	0	0	0	0	0	0	1	reviewed	75	Escherichia coli (strain K12)	83333	8443	NA		2 out of 5	Inferred from homology	Uncharacterized protein YceK	SwissProt_not_IMEX
P0AB33	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	84	Escherichia coli (strain K12)	83333	9664	NA		2 out of 5	Evidence at transcript level	Biofilm regulator BssS	SwissProt_and_IMEX
P0AB35	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	179	Escherichia coli (strain K12)	83333	18920	NA		2 out of 5	Predicted	Uncharacterized protein YcfJ	SwissProt_and_IMEX
P0AB38	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	213	Escherichia coli (strain K12)	83333	22516	NA		5 out of 5	Evidence at protein level	Penicillin-binding protein activator LpoB (PBP activator LpoB) (Lipoprotein activator of PBP from the outer membrane B)	SwissProt_and_IMEX
P0AB40	1	1	0	0	0	0	0	0	0	0	reviewed	85	Escherichia coli (strain K12)	83333	8815	NA		4 out of 5	Evidence at protein level	Multiple stress resistance protein BhsA (Copper-induced outer membrane component)	SwissProt_not_IMEX
P0AB43	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	108	Escherichia coli (strain K12)	83333	12415	NA		1 out of 5	Evidence at protein level	Protein YcgL	SwissProt_and_IMEX
P0AB46	1	1	0	0	0	0	0	0	0	0	reviewed	109	Escherichia coli (strain K12)	83333	11852	NA		1 out of 5	Evidence at protein level	Uncharacterized protein YmgD	SwissProt_not_IMEX
P0AB49	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	92	Escherichia coli (strain K12)	83333	10486	NA		2 out of 5	Predicted	Uncharacterized protein YchH	SwissProt_and_IMEX
P0AB52	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	117	Escherichia coli (strain K12)	83333	12693	NA		2 out of 5	Evidence at protein level	Protein YchN	SwissProt_and_IMEX
P0AB55	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	98	Escherichia coli (strain K12)	83333	10602	NA		2 out of 5	Evidence at protein level	Protein YciI	SwissProt_and_IMEX
P0AB58	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	389	Escherichia coli (strain K12)	83333	44531	NA		5 out of 5	Evidence at protein level	Lipopolysaccharide assembly protein B (Lipopolysaccharide regulatory protein)	SwissProt_and_IMEX
P0AB61	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	83	Escherichia coli (strain K12)	83333	9386	NA		1 out of 5	Evidence at protein level	Protein YciN	SwissProt_and_IMEX
P0AB65	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	92	Escherichia coli (strain K12)	83333	10300	NA		3 out of 5	Evidence at protein level	Acylphosphatase (EC 3.6.1.7) (Acylphosphate phosphohydrolase)	SwissProt_and_IMEX
P0AB67	1	1	0	0	0	0	0	0	0	0	reviewed	462	Escherichia coli (strain K12)	83333	48723	NA		5 out of 5	Evidence at protein level	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2) (Nicotinamide nucleotide transhydrogenase subunit beta) (Pyridine nucleotide transhydrogenase subunit beta)	SwissProt_not_IMEX
