whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	IMEx	missing_protein_evidence	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx	two_hybrid	all_protein_complementation	AP_MS	two_hybrid_vs_AP_MS
P0AEF0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	245	Escherichia coli (strain K12)	83333	27935	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P0AEF4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	226	Escherichia coli (strain K12)	83333	25453	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEF8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	339	Escherichia coli (strain K12)	83333	37497	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEG1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	300	Escherichia coli (strain K12)	83333	32308	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEG4	1	1	uniprotkb	83333	1	1	0	0	1	0	reviewed	208	Escherichia coli (strain K12)	83333	23105	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEG6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	236	Escherichia coli (strain K12)	83333	25622	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEG8	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	62	Escherichia coli (strain K12)	83333	6946	0	0	1 out of 5	Evidence at transcript level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEH1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	450	Escherichia coli (strain K12)	83333	49071	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEH3	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	153	Escherichia coli (strain K12)	83333	17420	0	0	2 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEH5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	101	Escherichia coli (strain K12)	83333	11306	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEH8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	153	Escherichia coli (strain K12)	83333	16193	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEI1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	474	Escherichia coli (strain K12)	83333	53663	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not_two_hybrid_but_AP_MS
P0AEI4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	441	Escherichia coli (strain K12)	83333	49582	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEI6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	153	Escherichia coli (strain K12)	83333	17433	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEJ0	1	1	0	0	0	0	0	0	0	0	reviewed	512	Escherichia coli (strain K12)	83333	55624	0	0	4 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AEJ2	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	391	Escherichia coli (strain K12)	83333	42932	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEJ4	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	450	Escherichia coli (strain K12)	83333	50334	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	1	0	not_two_hybrid_not_AP_MS
P0AEJ6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	453	Escherichia coli (strain K12)	83333	49403	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEJ8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	95	Escherichia coli (strain K12)	83333	9956	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEK0	1	1	0	0	0	0	0	0	0	0	reviewed	220	Escherichia coli (strain K12)	83333	25133	0	0	3 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AEK2	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	244	Escherichia coli (strain K12)	83333	25560	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P0AEK4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	262	Escherichia coli (strain K12)	83333	27864	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not_two_hybrid_but_AP_MS
P0AEK7	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	217	Escherichia coli (strain K12)	83333	25368	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEL0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	211	Escherichia coli (strain K12)	83333	24606	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEL3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	75	Escherichia coli (strain K12)	83333	8371	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEL6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	318	Escherichia coli (strain K12)	83333	34283	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEL8	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	210	Escherichia coli (strain K12)	83333	23664	0	0	3 out of 5	Inferred from homology	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEM0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	149	Escherichia coli (strain K12)	83333	16081	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEM4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	97	Escherichia coli (strain K12)	83333	10341	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEM6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	239	Escherichia coli (strain K12)	83333	27521	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEM9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	266	Escherichia coli (strain K12)	83333	29039	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEN1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	233	Escherichia coli (strain K12)	83333	26242	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEN4	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	121	Escherichia coli (strain K12)	83333	13627	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEN8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	140	Escherichia coli (strain K12)	83333	15473	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not_two_hybrid_but_AP_MS
P0AEP1	1	1	0	0	0	0	0	0	0	0	reviewed	464	Escherichia coli (strain K12)	83333	50983	0	0	3 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AEP3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	302	Escherichia coli (strain K12)	83333	32942	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEP7	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	593	Escherichia coli (strain K12)	83333	64732	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEP9	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	499	Escherichia coli (strain K12)	83333	53812	0	0	3 out of 5	Inferred from homology	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEQ1	1	1	0	0	0	0	0	0	0	1	reviewed	134	Escherichia coli (strain K12)	83333	13737	0	0	1 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AEQ3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	248	Escherichia coli (strain K12)	83333	27190	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEQ6	1	1	0	0	0	0	0	0	0	0	reviewed	219	Escherichia coli (strain K12)	83333	24364	0	0	3 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AER0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	281	Escherichia coli (strain K12)	83333	29780	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AER3	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	246	Escherichia coli (strain K12)	83333	27503	0	0	3 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AER5	1	1	0	0	0	0	0	0	0	0	reviewed	224	Escherichia coli (strain K12)	83333	24915	0	0	3 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AER8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	401	Escherichia coli (strain K12)	83333	42425	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AES0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	619	Escherichia coli (strain K12)	83333	70532	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AES2	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	446	Escherichia coli (strain K12)	83333	49141	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AES4	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	875	Escherichia coli (strain K12)	83333	96964	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P0AES6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	804	Escherichia coli (strain K12)	83333	89950	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not_two_hybrid_but_AP_MS
P0AES9	1	1	0	0	0	0	0	0	0	0	reviewed	110	Escherichia coli (strain K12)	83333	11858	0	0	5 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AET2	1	1	0	0	0	0	0	0	0	0	reviewed	108	Escherichia coli (strain K12)	83333	12043	0	0	5 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AET5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	190	Escherichia coli (strain K12)	83333	20903	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AET8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	255	Escherichia coli (strain K12)	83333	26779	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEU0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	260	Escherichia coli (strain K12)	83333	28483	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEU3	1	1	0	0	0	0	0	0	0	0	reviewed	238	Escherichia coli (strain K12)	83333	26870	0	0	3 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AEU7	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	161	Escherichia coli (strain K12)	83333	17688	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not_two_hybrid_but_AP_MS
P0AEV1	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	337	Escherichia coli (strain K12)	83333	37302	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEV4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	153	Escherichia coli (strain K12)	83333	17627	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEV7	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	136	Escherichia coli (strain K12)	83333	15465	0	0	2 out of 5	Predicted	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEV9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	156	Escherichia coli (strain K12)	83333	17057	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not_two_hybrid_but_AP_MS
P0AEW1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	216	Escherichia coli (strain K12)	83333	23361	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEW4	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	275	Escherichia coli (strain K12)	83333	30938	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEW6	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	434	Escherichia coli (strain K12)	83333	48449	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEW9	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	312	Escherichia coli (strain K12)	83333	33756	0	0	3 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEX3	1	1	0	0	0	0	0	0	0	0	reviewed	432	Escherichia coli (strain K12)	83333	47052	0	0	3 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AEX5	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	289	Escherichia coli (strain K12)	83333	32344	0	0	3 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	1	not_two_hybrid_but_AP_MS
P0AEX7	1	1	0	0	0	0	0	0	0	0	reviewed	308	Escherichia coli (strain K12)	83333	32982	0	0	3 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AEX9	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	396	Escherichia coli (strain K12)	83333	43388	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not_two_hybrid_but_AP_MS
P0AEY1	1	1	0	0	0	0	0	0	0	0	reviewed	221	Escherichia coli (strain K12)	83333	23617	0	0	2 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AEY3	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	263	Escherichia coli (strain K12)	83333	30412	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P0AEY5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	193	Escherichia coli (strain K12)	83333	21891	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AEY8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	410	Escherichia coli (strain K12)	83333	44321	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEZ1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	296	Escherichia coli (strain K12)	83333	33103	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AEZ3	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	270	Escherichia coli (strain K12)	83333	29614	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P0AEZ7	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	452	Escherichia coli (strain K12)	83333	49417	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	1	not_two_hybrid_but_AP_MS
P0AEZ9	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	170	Escherichia coli (strain K12)	83333	18665	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AF01	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	229	Escherichia coli (strain K12)	83333	24939	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AF03	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	195	Escherichia coli (strain K12)	83333	21222	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P0AF06	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	308	Escherichia coli (strain K12)	83333	34186	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AF08	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	369	Escherichia coli (strain K12)	83333	39938	0	0	2 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AF10	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	195	Escherichia coli (strain K12)	83333	21990	0	0	2 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AF12	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	232	Escherichia coli (strain K12)	83333	24354	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AF16	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	511	Escherichia coli (strain K12)	83333	55267	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AF18	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	382	Escherichia coli (strain K12)	83333	40949	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AF20	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	406	Escherichia coli (strain K12)	83333	44541	0	0	3 out of 5	Evidence at transcript level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AF24	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	250	Escherichia coli (strain K12)	83333	27163	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AF26	1	1	uniprotkb	83333	1	1	0	1	1	0	reviewed	236	Escherichia coli (strain K12)	83333	26449	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P0AF28	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	216	Escherichia coli (strain K12)	83333	23927	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AF32	1	1	0	0	0	0	0	0	0	0	reviewed	226	Escherichia coli (strain K12)	83333	26018	0	0	4 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AF34	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	146	Escherichia coli (strain K12)	83333	16542	0	0	1 out of 5	Predicted	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AF36	1	1	uniprotkb	83333	1	0	0	1	1	0	reviewed	81	Escherichia coli (strain K12)	83333	9635	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	1	0	not_two_hybrid_not_AP_MS
P0AF40	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	119	Escherichia coli (strain K12)	83333	13024	0	0	3 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AF43	1	1	0	0	0	0	0	0	0	1	reviewed	543	Escherichia coli (strain K12)	83333	59467	0	0	2 out of 5	Predicted	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AF45	1	1	0	0	0	0	0	0	0	1	reviewed	80	Escherichia coli (strain K12)	83333	7386	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AF48	1	1	0	0	0	0	0	0	0	1	reviewed	138	Escherichia coli (strain K12)	83333	15656	0	0	1 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AF50	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	118	Escherichia coli (strain K12)	83333	13519	0	0	1 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AF52	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	449	Escherichia coli (strain K12)	83333	45711	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AF54	1	1	0	0	0	0	0	0	0	0	reviewed	104	Escherichia coli (strain K12)	83333	11672	0	0	2 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AF56	1	1	0	0	0	0	0	0	0	1	reviewed	229	Escherichia coli (strain K12)	83333	25079	0	0	1 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AF59	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	76	Escherichia coli (strain K12)	83333	8550	0	0	1 out of 5	Predicted	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AF61	1	1	0	0	0	0	0	0	0	0	reviewed	98	Escherichia coli (strain K12)	83333	11468	0	0	5 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AF63	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	141	Escherichia coli (strain K12)	83333	15593	0	0	3 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AF67	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	153	Escherichia coli (strain K12)	83333	16853	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P0AF70	1	1	0	0	0	0	0	0	0	1	reviewed	117	Escherichia coli (strain K12)	83333	11958	0	0	2 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AF73	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	65	Escherichia coli (strain K12)	83333	7166	0	0	1 out of 5	Predicted	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AF76	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	133	Escherichia coli (strain K12)	83333	14935	0	0	1 out of 5	Predicted	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AF78	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	232	Escherichia coli (strain K12)	83333	25334	0	0	2 out of 5	Inferred from homology	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AF80	1	1	0	0	0	0	0	0	0	0	reviewed	132	Escherichia coli (strain K12)	83333	14224	0	0	2 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AF82	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	91	Escherichia coli (strain K12)	83333	9949	0	0	2 out of 5	Inferred from homology	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AF86	1	1	0	0	0	0	0	0	0	1	reviewed	91	Escherichia coli (strain K12)	83333	10149	0	0	1 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AF90	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	138	Escherichia coli (strain K12)	83333	15603	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	1	two_hybrid_and_AP_MS
P0AF93	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	128	Escherichia coli (strain K12)	83333	13612	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AF96	1	1	0	0	0	0	0	0	0	0	reviewed	150	Escherichia coli (strain K12)	83333	16865	0	0	3 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AF98	1	1	uniprotkb	83333	0	1	0	0	1	0	reviewed	366	Escherichia coli (strain K12)	83333	40358	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AFA2	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	598	Escherichia coli (strain K12)	83333	67084	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AFA5	1	1	uniprotkb	83333	1	0	0	0	1	1	reviewed	745	Escherichia coli (strain K12)	83333	85319	0	0	2 out of 5	Predicted	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AFA7	1	1	0	0	0	0	0	0	0	0	reviewed	513	Escherichia coli (strain K12)	83333	56728	0	0	5 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AFA9	1	1	0	0	0	0	0	0	0	0	reviewed	277	Escherichia coli (strain K12)	83333	30362	0	0	4 out of 5	Evidence at protein level	SwissProt_not_IMEX	0	0	0	not_in_IMEx
P0AFB1	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	294	Escherichia coli (strain K12)	83333	33621	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AFB5	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	349	Escherichia coli (strain K12)	83333	38556	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AFB8	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	469	Escherichia coli (strain K12)	83333	52255	0	0	4 out of 5	Evidence at protein level	SwissProt_and_IMEX	1	1	0	two_hybrid_not_AP_MS
P0AFC0	1	1	uniprotkb	83333	1	0	0	0	1	0	reviewed	150	Escherichia coli (strain K12)	83333	17306	0	0	5 out of 5	Evidence at protein level	SwissProt_and_IMEX	0	0	0	not_two_hybrid_not_AP_MS
P0AFC3	1	1	0	0	0	0	0	0	0	1	reviewed	147	Escherichia coli (strain K12)	83333	16457	0	0	4 out of 5	Inferred from homology	SwissProt_not_IMEX	0	0	0	not_in_IMEx
