whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	X0974.InnateDB.	X1222.mbinfo.	X1262.I2D.	X1263.Molecular.Connections.	X1332.bhf.ucl.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	whole_proteome_Uniprot_IMEx
O70477	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	436	Mus musculus (Mouse)	10090	47539	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O70479	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	1	0	reviewed	316	Mus musculus (Mouse)	10090	36134	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_and_IMEX
O70480	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	141	Mus musculus (Mouse)	10090	16353	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70481	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	1757	Mus musculus (Mouse)	10090	200240	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70491	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	670	Mus musculus (Mouse)	10090	73775	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O70492	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	162	Mus musculus (Mouse)	10090	18757	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70493	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	165	Mus musculus (Mouse)	10090	19116	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
O70494	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	783	Mus musculus (Mouse)	10090	82362	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=O70494-1; Sequence=Displayed; Name=2; IsoId=O70494-2; Sequence=VSP_016783; Name=3; IsoId=O70494-3; Sequence=VSP_016782, VSP_016784; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70496	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	803	Mus musculus (Mouse)	10090	88713	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70497	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	314	Mus musculus (Mouse)	10090	33984	NA	NA	5 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O70503	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	312	Mus musculus (Mouse)	10090	34742	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=O70503-1; Sequence=Displayed; Name=2; IsoId=O70503-2; Sequence=VSP_020255; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70507	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	1186	Mus musculus (Mouse)	10090	127414	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O70514	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	251	Mus musculus (Mouse)	10090	28294	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O70546	1	1	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0	1	reviewed	1401	Mus musculus (Mouse)	10090	154355	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=O70546-1; Sequence=Displayed; Name=2; IsoId=O70546-2; Sequence=VSP_022196; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70548	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	167	Mus musculus (Mouse)	10090	19078	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O70551	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	648	Mus musculus (Mouse)	10090	73088	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70552	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	250	Mus musculus (Mouse)	10090	28613	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O70554	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	98	Mus musculus (Mouse)	10090	10735	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O70555	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	85	Mus musculus (Mouse)	10090	9243	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O70556	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	76	Mus musculus (Mouse)	10090	8406	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O70557	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	76	Mus musculus (Mouse)	10090	8271	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O70558	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	76	Mus musculus (Mouse)	10090	8296	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O70559	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	108	Mus musculus (Mouse)	10090	11720	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O70560	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	76	Mus musculus (Mouse)	10090	8356	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O70561	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	109	Mus musculus (Mouse)	10090	11809	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O70562	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	68	Mus musculus (Mouse)	10090	7499	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O70566	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	1098	Mus musculus (Mouse)	10090	124871	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
O70570	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	771	Mus musculus (Mouse)	10090	84999	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
O70571	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	0	reviewed	412	Mus musculus (Mouse)	10090	46596	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70572	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	419	Mus musculus (Mouse)	10090	47467	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O70576	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	1240	Mus musculus (Mouse)	10090	141167	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70577	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	553	Mus musculus (Mouse)	10090	61831	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=O70577-1; Sequence=Displayed; Name=2; IsoId=O70577-2; Sequence=VSP_031775, VSP_031776; Note=No experimental confirmation available.; 	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
O70578	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	223	Mus musculus (Mouse)	10090	25120	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O70579	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	307	Mus musculus (Mouse)	10090	34413	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O70582	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	701	Mus musculus (Mouse)	10090	80578	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O70583	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	680	Mus musculus (Mouse)	10090	76136	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=O70583-1; Sequence=Displayed; Name=2; IsoId=O70583-2; Sequence=VSP_005736; Name=3; IsoId=O70583-3; Sequence=VSP_010811, VSP_005736; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70584	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	235	Mus musculus (Mouse)	10090	26133	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O70585	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	659	Mus musculus (Mouse)	10090	74399	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Comment=Additional isoforms seem to exist.; Name=1; IsoId=O70585-1; Sequence=Displayed; Name=2; IsoId=O70585-2; Sequence=VSP_004227, VSP_004228, VSP_004229; Note=May be produced at very low levels due to a premature stop codon in the mRNA, leading to nonsense-mediated mRNA decay.; 	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70589	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	926	Mus musculus (Mouse)	10090	105109	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=5;  Name=1; Synonyms=CASK-B; IsoId=O70589-1; Sequence=Displayed; Name=2; Synonyms=CASK-A; IsoId=O70589-2; Sequence=VSP_003152, VSP_003153; Name=3; IsoId=O70589-3; Sequence=VSP_024614, VSP_024615; Name=4; IsoId=O70589-4; Sequence=VSP_024614, VSP_024616; Name=5; IsoId=O70589-5; Sequence=VSP_024614; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70591	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	154	Mus musculus (Mouse)	10090	16534	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70622	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	471	Mus musculus (Mouse)	10090	51347	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; Synonyms=Brain; IsoId=O70622-1; Sequence=Displayed; Name=2; Synonyms=Muscle; IsoId=O70622-2; Sequence=VSP_005650, VSP_005651; 	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
O70624	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	490	Mus musculus (Mouse)	10090	55314	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O70628	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	534	Mus musculus (Mouse)	10090	61636	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=1;  Comment=A number of isoforms are produced.; Name=1; IsoId=O70628-1; Sequence=Displayed; 	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88174	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	365	Mus musculus (Mouse)	10090	40881	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Comment=Additional isoforms seem to exist.; Name=1; IsoId=O88174-1; Sequence=Displayed; Name=2; IsoId=O88174-2; Sequence=VSP_019038, VSP_019039; Note=Lacks transmembrane domain, probably secreted.; 	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88186	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	177	Mus musculus (Mouse)	10090	19664	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88188	1	1	uniprotkb	10090	0	1	1	0	0	0	0	0	0	0	1	0	0	reviewed	162	Mus musculus (Mouse)	10090	17811	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88196	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	1979	Mus musculus (Mouse)	10090	223931	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=6;  Name=1; IsoId=O88196-1; Sequence=Displayed; Name=2; IsoId=O88196-2; Sequence=VSP_038776; Name=3; IsoId=O88196-3; Sequence=VSP_038775; Name=4; IsoId=O88196-4; Sequence=VSP_038775, VSP_038776, VSP_038777; Note=No experimental confirmation available.; Name=5; IsoId=O88196-5; Sequence=VSP_038774; Note=No experimental confirmation available.; Name=6; IsoId=O88196-6; Sequence=VSP_038778; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88199	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	472	Mus musculus (Mouse)	10090	53997	NA	NA	5 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O88200	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	328	Mus musculus (Mouse)	10090	36451	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O88207	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	1838	Mus musculus (Mouse)	10090	183677	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88271	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	295	Mus musculus (Mouse)	10090	32921	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88273	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	168	Mus musculus (Mouse)	10090	19334	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88282	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	474	Mus musculus (Mouse)	10090	51339	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88286	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	1684	Mus musculus (Mouse)	10090	184291	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4;  Name=L; IsoId=O88286-1; Sequence=Displayed; Name=S; IsoId=O88286-2; Sequence=VSP_024954; Name=2; IsoId=O88286-3; Sequence=VSP_024953, VSP_024956, VSP_024958; Note=No experimental confirmation available.; Name=3; IsoId=O88286-4; Sequence=VSP_024955, VSP_024957; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88291	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	580	Mus musculus (Mouse)	10090	65225	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=O88291-1; Sequence=Displayed; Name=2; IsoId=O88291-2; Sequence=VSP_014957; Note=No experimental confirmation available.; Name=3; IsoId=O88291-3; Sequence=VSP_014958, VSP_014959; Note=No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88307	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	2215	Mus musculus (Mouse)	10090	247086	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88310	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	313	Mus musculus (Mouse)	10090	34953	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88312	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	175	Mus musculus (Mouse)	10090	19920	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88319	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	424	Mus musculus (Mouse)	10090	47217	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88322	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	1403	Mus musculus (Mouse)	10090	153913	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88324	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	196	Mus musculus (Mouse)	10090	21313	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O88327	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	731	Mus musculus (Mouse)	10090	81462	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88329	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	1	0	reviewed	1043	Mus musculus (Mouse)	10090	118695	NA	NA	5 out of 5	Evidence at transcript level	SwissProt_and_IMEX
O88335	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	1	0	reviewed	372	Mus musculus (Mouse)	10090	42776	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=1;  Comment=A number of isoforms are produced.; Name=1; IsoId=O88335-1; Sequence=Displayed; 	5 out of 5	Evidence at transcript level	SwissProt_and_IMEX
O88338	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	830	Mus musculus (Mouse)	10090	89860	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88342	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	606	Mus musculus (Mouse)	10090	66407	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88343	1	1	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0	0	reviewed	1079	Mus musculus (Mouse)	10090	121484	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; Synonyms=pNBC; IsoId=O88343-1; Sequence=Displayed; Name=2; Synonyms=kNBC; IsoId=O88343-2; Sequence=VSP_016709, VSP_016710; Name=3; IsoId=O88343-3; Sequence=VSP_016709, VSP_016710, VSP_016711, VSP_016712; Note=No experimental confirmation available. {ECO:0000244|PubMed:21183079}; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88346	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	262	Mus musculus (Mouse)	10090	31344	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; Synonyms=High Mr-1; IsoId=O88346-1; Sequence=Displayed; Note=Major.; Name=2; Synonyms=High Mr-2; IsoId=O88346-2; Sequence=VSP_013787; Note=Major.; Name=3; Synonyms=Low Mr; IsoId=O88346-3; Sequence=VSP_013786; Note=Minor.; 	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O88351	1	1	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0	1	reviewed	757	Mus musculus (Mouse)	10090	86690	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88379	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	0	reviewed	1555	Mus musculus (Mouse)	10090	178459	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88384	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	232	Mus musculus (Mouse)	10090	26713	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88393	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	850	Mus musculus (Mouse)	10090	93829	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88396	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	reviewed	224	Mus musculus (Mouse)	10090	25030	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O88398	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	1	reviewed	819	Mus musculus (Mouse)	10090	92032	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88410	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	367	Mus musculus (Mouse)	10090	41018	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88413	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	460	Mus musculus (Mouse)	10090	51231	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88416	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	339	Mus musculus (Mouse)	10090	38446	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O88425	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	189	Mus musculus (Mouse)	10090	21778	NA	NA	3 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88427	1	1	uniprotkb	10090	0	0	1	0	0	0	0	0	0	0	1	0	0	reviewed	2365	Mus musculus (Mouse)	10090	262030	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=O88427-1; Sequence=Displayed; Note=No experimental confirmation available.; Name=2; IsoId=O88427-2; Sequence=VSP_013675; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88428	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	621	Mus musculus (Mouse)	10090	70351	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88430	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	92	Mus musculus (Mouse)	10090	10302	NA	NA	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O88441	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	263	Mus musculus (Mouse)	10090	29758	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88444	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	1118	Mus musculus (Mouse)	10090	123373	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88445	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	282	Mus musculus (Mouse)	10090	32907	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88447	1	1	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0	0	reviewed	541	Mus musculus (Mouse)	10090	61450	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88448	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	599	Mus musculus (Mouse)	10090	66662	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88451	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	0	reviewed	316	Mus musculus (Mouse)	10090	35660	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88452	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	296	Mus musculus (Mouse)	10090	32602	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88454	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	398	Mus musculus (Mouse)	10090	43052	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=O88454-1; Sequence=Displayed; Name=2; Synonyms=TRAAKT, Truncated; IsoId=O88454-2; Sequence=VSP_006690, VSP_006691; 	5 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O88455	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	reviewed	471	Mus musculus (Mouse)	10090	53919	NA	NA	5 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88456	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	269	Mus musculus (Mouse)	10090	28463	NA	NA	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88466	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	1888	Mus musculus (Mouse)	10090	208964	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3;  Name=1; IsoId=O88466-1; Sequence=Displayed; Name=2; IsoId=O88466-2; Sequence=VSP_011440, VSP_011441; Note=May be due to an intron retention. No experimental confirmation available.; Name=3; IsoId=O88466-3; Sequence=VSP_011438, VSP_011439; Note=May be due to an intron retention. No experimental confirmation available.; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88470	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0	0	reviewed	375	Mus musculus (Mouse)	10090	38887	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88472	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	185	Mus musculus (Mouse)	10090	20442	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=O88472-1; Sequence=Displayed; Name=2; IsoId=O88472-2; Sequence=VSP_006507; 	4 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O88477	1	1	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0	1	reviewed	577	Mus musculus (Mouse)	10090	63451	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88485	1	1	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0	1	reviewed	628	Mus musculus (Mouse)	10090	70725	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Comment=Additional isoforms seem to exist.; Name=1A; IsoId=O88485-1; Sequence=Displayed; Name=1B; IsoId=O88485-2; Sequence=VSP_001334; 	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88487	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	612	Mus musculus (Mouse)	10090	68394	NA	NA	3 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88491	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	2588	Mus musculus (Mouse)	10090	284084	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88492	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	0	reviewed	1403	Mus musculus (Mouse)	10090	139415	NA	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2;  Name=1; IsoId=O88492-1; Sequence=Displayed; Name=2; IsoId=O88492-2; Sequence=VSP_027279, VSP_027280; 	4 out of 5	Evidence at protein level	SwissProt_and_IMEX
O88495	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	reviewed	591	Mus musculus (Mouse)	10090	65130	NA	NA	3 out of 5	Evidence at transcript level	SwissProt_not_IMEX
O88502	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	reviewed	823	Mus musculus (Mouse)	10090	93171	NA	NA	4 out of 5	Evidence at protein level	SwissProt_not_IMEX
O88507	1	1	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0	1	reviewed	372	Mus musculus (Mouse)	10090	40801	NA	NA	5 out of 5	Evidence at protein level	SwissProt_and_IMEX
