whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X1222.mbinfo.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha	Status	Length	Organism	Organism.ID	Mass	Cross.reference..dbSNP.	Alternative.products..isoforms.	Annotation	Protein.existence	Protein.names	whole_proteome_Uniprot_IMEx
P0CX47	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17749	NA		5 out of 5	Evidence at protein level	40S ribosomal protein S11-A (RP41) (S18) (YS12)	SwissProt_and_IMEX
P0CX48	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17749	NA		5 out of 5	Evidence at protein level	40S ribosomal protein S11-B (RP41) (S18) (YS12)	SwissProt_and_IMEX
P0CX49	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	186	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20563	NA		4 out of 5	Evidence at protein level	60S ribosomal protein L18-A (RP28)	SwissProt_and_IMEX
P0CX50	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	186	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	20563	NA		5 out of 5	Evidence at protein level	60S ribosomal protein L18-B (RP28)	SwissProt_and_IMEX
P0CX51	1	1	uniprotkb	559292	0	1	1	0	0	1	0	1	reviewed	143	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15847	NA		4 out of 5	Evidence at protein level	40S ribosomal protein S16-A (RP61R)	SwissProt_and_IMEX
P0CX52	1	1	uniprotkb	559292	1	1	1	0	0	1	0	1	reviewed	143	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	15847	NA		4 out of 5	Evidence at protein level	40S ribosomal protein S16-B (RP61R)	SwissProt_and_IMEX
P0CX53	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17823	NA		5 out of 5	Evidence at protein level	60S ribosomal protein L12-A (L15) (YL23)	SwissProt_and_IMEX
P0CX54	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17823	NA		5 out of 5	Evidence at protein level	60S ribosomal protein L12-B (L15) (YL23)	SwissProt_and_IMEX
P0CX55	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17038	NA		5 out of 5	Evidence at protein level	40S ribosomal protein S18-A	SwissProt_and_IMEX
P0CX56	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	17038	NA		5 out of 5	Evidence at protein level	40S ribosomal protein S18-B	SwissProt_and_IMEX
P0CX57	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49072	NA		3 out of 5	Evidence at transcript level	Transposon Ty1-A Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_not_IMEX
P0CX58	1	1	uniprotkb	559292	0	1	0	0	0	1	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49072	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-PR1 Gag polyprotein; IsoId=P0CX58-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-PR1 Gag-Pol polyprotein; IsoId=P0C2I9-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YPR137C-A ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-PR1 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_and_IMEX
P0CX59	1	1	uniprotkb	559292	0	1	0	0	0	1	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49098	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-OR Gag polyprotein; IsoId=P0CX59-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-OR Gag-Pol polyprotein; IsoId=Q92393-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YOR142W-A ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-OR Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_and_IMEX
P0CX60	1	1	uniprotkb	559292	0	1	0	0	0	1	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49098	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-PR2 Gag polyprotein; IsoId=P0CX60-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-PR2 Gag-Pol polyprotein; IsoId=P0C2J0-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YPR158W-A ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-PR2 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_and_IMEX
P0CX61	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	438	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49762	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift.; Name=Transposon Ty2-F Gag polyprotein; IsoId=P0CX61-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty2-F Gag-Pol polyprotein; IsoId=P0CX63-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-431 and Gly-432 of the YFL002W-B ORF.; 	3 out of 5	Inferred from homology	Transposon Ty2-F Gag polyprotein (TY2A) (TYA) (Transposon Ty2 protein A) [Cleaved into: Capsid protein (CA); Gag-p4]	SwissProt_not_IMEX
P0CX62	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	438	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49762	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift.; Name=Transposon Ty2-GR2 Gag polyprotein; IsoId=P0CX62-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty2-GR2 Gag-Pol polyprotein; IsoId=P0CX64-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-431 and Gly-432 of the YGR161W-A ORF.; 	3 out of 5	Inferred from homology	Transposon Ty2-GR2 Gag polyprotein (TY2A) (TYA) (Transposon Ty2 protein A) [Cleaved into: Capsid protein (CA); Gag-p4]	SwissProt_not_IMEX
P0CX63	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	1770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	202039	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift.; Name=Transposon Ty2-F Gag-Pol polyprotein; IsoId=P0CX63-1; Sequence=Displayed; Note=Produced by +1 ribosomal frameshifting between codon Leu-431 and Gly-432 of the YFL002W-B ORF.; Name=Transposon Ty2-F Gag polyprotein; IsoId=P0CX61-1; Sequence=External; Note=Produced by conventional translation.; 	5 out of 5	Inferred from homology	Transposon Ty2-F Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	SwissProt_not_IMEX
P0CX64	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	1770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	202039	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift.; Name=Transposon Ty2-GR2 Gag-Pol polyprotein; IsoId=P0CX64-1; Sequence=Displayed; Note=Produced by +1 ribosomal frameshifting between codon Leu-431 and Gly-432 of the YGR161W-A ORF.; Name=Transposon Ty2-GR2 Gag polyprotein; IsoId=P0CX62-1; Sequence=External; Note=Produced by conventional translation.; 	5 out of 5	Inferred from homology	Transposon Ty2-GR2 Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	SwissProt_not_IMEX
P0CX65	1	1	uniprotkb	559292	0	1	0	0	0	1	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49129	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-DR5 Gag polyprotein; IsoId=P0CX65-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-DR5 Gag-Pol polyprotein; IsoId=P0C2I2-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YDR316W-A ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-DR5 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_and_IMEX
P0CX66	1	1	uniprotkb	559292	0	1	0	0	0	1	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49129	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-ER2 Gag polyprotein; IsoId=P0CX66-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-ER2 Gag-Pol polyprotein; IsoId=Q03619-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YER159C-A ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-ER2 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_and_IMEX
P0CX67	1	1	uniprotkb	559292	0	1	0	0	0	1	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49129	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-GR3 Gag polyprotein; IsoId=P0CX67-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-GR3 Gag-Pol polyprotein; IsoId=Q12316-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YGR161C-C ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-GR3 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_and_IMEX
P0CX68	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49129	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-LR1 Gag polyprotein; IsoId=P0CX68-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-LR1 Gag-Pol polyprotein; IsoId=Q12088-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YLR035C-B ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-LR1 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_not_IMEX
P0CX69	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	49129	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-MR2 Gag polyprotein; IsoId=P0CX69-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-MR2 Gag-Pol polyprotein; IsoId=Q04670-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YMR051C ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-MR2 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_not_IMEX
P0CX70	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48953	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-DR6 Gag polyprotein; IsoId=P0CX70-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-DR6 Gag-Pol polyprotein; IsoId=P0C2I3-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YDR365W-A ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-DR6 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_not_IMEX
P0CX71	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48953	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-ER1 Gag polyprotein; IsoId=P0CX71-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-ER1 Gag-Pol polyprotein; IsoId=Q03612-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YER137C-A ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-ER1 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_not_IMEX
P0CX72	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48953	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-LR2 Gag polyprotein; IsoId=P0CX72-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-LR2 Gag-Pol polyprotein; IsoId=P0C2I5-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YLR157C-A ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-LR2 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_not_IMEX
P0CX73	1	1	uniprotkb	559292	1	0	0	0	0	1	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48953	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-PL Gag polyprotein; IsoId=P0CX73-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-PL Gag-Pol polyprotein; IsoId=Q12414-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YPL257W-A ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-PL Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_and_IMEX
P0CX74	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48993	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-JR1 Gag polyprotein; IsoId=P0CX74-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-JR1 Gag-Pol polyprotein; IsoId=P47098-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YJR026W ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-JR1 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_not_IMEX
P0CX75	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48993	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-LR3 Gag polyprotein; IsoId=P0CX75-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-LR3 Gag-Pol polyprotein; IsoId=P0C2I6-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YLR227W-A ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-LR3 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_not_IMEX
P0CX76	1	1	0	0	0	0	0	0	0	0	1	1	reviewed	440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	48993	NA	ALTERNATIVE PRODUCTS:  Event=Ribosomal frameshifting; Named isoforms=2;  Comment=The Gag-Pol polyprotein is generated by a +1 ribosomal frameshift. The ratio of Gag:Gag-Pol varies between 20:1 and 5:1 (By similarity). {ECO:0000250}; Name=Transposon Ty1-ML2 Gag polyprotein; IsoId=P0CX76-1; Sequence=Displayed; Note=Produced by conventional translation.; Name=Transposon Ty1-ML2 Gag-Pol polyprotein; IsoId=Q03434-1; Sequence=External; Note=Produced by +1 ribosomal frameshifting between codon Leu-435 and Gly-436 of the YML040W ORF.; 	3 out of 5	Evidence at transcript level	Transposon Ty1-ML2 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	SwissProt_not_IMEX
P0CX77	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38687	NA		5 out of 5	Evidence at protein level	L-asparaginase 2-2 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)	SwissProt_not_IMEX
P0CX78	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38687	NA		5 out of 5	Evidence at protein level	L-asparaginase 2-3 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)	SwissProt_not_IMEX
P0CX79	1	1	uniprotkb	559292	0	1	0	0	0	1	0	1	reviewed	362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	38687	NA		5 out of 5	Evidence at protein level	L-asparaginase 2-4 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)	SwissProt_and_IMEX
P0CX80	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	61	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	6650	NA		5 out of 5	Evidence at protein level	Copper metallothionein 1-1 (Cu-MT) (Cu-metallothionein) (Copper chelatin) (Copper thionein)	SwissProt_not_IMEX
P0CX81	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	61	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	6650	NA		5 out of 5	Evidence at protein level	Copper metallothionein 1-2 (Cu-MT) (Cu-metallothionein) (Copper chelatin) (Copper thionein)	SwissProt_not_IMEX
P0CX82	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	189	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21704	NA		5 out of 5	Evidence at protein level	60S ribosomal protein L19-A (L23) (RP15L) (RP33) (YL14)	SwissProt_and_IMEX
P0CX83	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	189	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	21704	NA		5 out of 5	Evidence at protein level	60S ribosomal protein L19-B (L23) (RP15L) (RP33) (YL14)	SwissProt_and_IMEX
P0CX84	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13910	NA		4 out of 5	Evidence at protein level	60S ribosomal protein L35-A	SwissProt_and_IMEX
P0CX85	1	1	uniprotkb	559292	1	1	0	0	0	1	0	1	reviewed	120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	13910	NA		5 out of 5	Evidence at protein level	60S ribosomal protein L35-B	SwissProt_and_IMEX
P0CX86	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	25	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	3337	NA		4 out of 5	Evidence at protein level	60S ribosomal protein L41-A (L47) (YL41)	SwissProt_not_IMEX
P0CX87	1	1	0	0	0	0	0	0	0	0	0	1	reviewed	25	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	3337	NA		4 out of 5	Evidence at protein level	60S ribosomal protein L41-B (L47) (YL41)	SwissProt_not_IMEX
P0CX88	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12860	NA		1 out of 5	Uncertain	Putative uncharacterized protein YAR060C	SwissProt_not_IMEX
P0CX89	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	12860	NA		1 out of 5	Uncertain	Putative uncharacterized protein YHR212C	SwissProt_not_IMEX
P0CX90	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	67	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	7610	NA		1 out of 5	Inferred from homology	Uncharacterized protein YAR061W	SwissProt_not_IMEX
P0CX91	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	67	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	7610	NA		1 out of 5	Inferred from homology	Uncharacterized protein YHR212W-A	SwissProt_not_IMEX
P0CX92	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	97	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10917	NA		1 out of 5	Predicted	Putative uncharacterized protein YAR069C	SwissProt_not_IMEX
P0CX93	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	97	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	10917	NA		1 out of 5	Predicted	Uncharacterized protein YHR214C-D	SwissProt_not_IMEX
P0CX94	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18602	NA		2 out of 5	Inferred from homology	UPF0479 membrane protein YER190C-B	SwissProt_not_IMEX
P0CX95	1	1	0	0	0	0	0	0	0	0	1	0	reviewed	160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	18602	NA		2 out of 5	Inferred from homology	UPF0479 membrane protein YEL077W-A	SwissProt_not_IMEX
